kab_id,commodity_code,role,volume_tons,price_idr_per_kg,harvest_age_days
3524,beras_medium,SURPLUS,163609.08,7744,20
3521,beras_medium,SURPLUS,146546.59,7744,20
3522,beras_medium,SURPLUS,118271.73,7744,20
3523,beras_medium,SURPLUS,73802.84,7744,20
3519,beras_medium,SURPLUS,70514.13,7744,20
3525,beras_medium,SURPLUS,54984.7,7744,20
3502,beras_medium,SURPLUS,54412.57,7744,20
3518,beras_medium,SURPLUS,52125.83,7744,20
3509,beras_medium,SURPLUS,51197.9,7744,20
3510,beras_medium,SURPLUS,50203.4,7744,20
3520,beras_medium,SURPLUS,42466.63,7744,20
3517,beras_medium,SURPLUS,40473.05,7744,20
3516,beras_medium,SURPLUS,30645.33,7744,20
3508,beras_medium,SURPLUS,30310.33,7744,20
3511,beras_medium,SURPLUS,29787.75,7744,20
3505,beras_medium,SURPLUS,16876.3,7744,20
3529,beras_medium,SURPLUS,15997.21,7744,20
3504,beras_medium,SURPLUS,15834.09,7744,20
3512,beras_medium,SURPLUS,8656.81,7744,20
3526,beras_medium,SURPLUS,7811.77,7744,20
3514,beras_medium,SURPLUS,5213.57,7744,20
3503,beras_medium,SURPLUS,3489.49,7744,20
3513,beras_medium,SURPLUS,2507.69,7744,20
3501,beras_medium,SURPLUS,2325.38,7744,20
3527,beras_medium,SURPLUS,762.37,7744,20
3528,beras_medium,SURPLUS,633.15,7744,20
3578,beras_medium,DEFICIT,69469.6,10325,0
3573,beras_medium,DEFICIT,18930.71,10325,0
3507,beras_medium,DEFICIT,14866.39,10325,0
3515,beras_medium,DEFICIT,12380.84,10325,0
3506,beras_medium,DEFICIT,10222.43,10325,0
3574,beras_medium,DEFICIT,5680.69,10325,0
3571,beras_medium,DEFICIT,5007.03,10325,0
3575,beras_medium,DEFICIT,4073.87,10325,0
3579,beras_medium,DEFICIT,3721.54,10325,0
3572,beras_medium,DEFICIT,2418.4,10325,0
3576,beras_medium,DEFICIT,2257.99,10325,0
3577,beras_medium,DEFICIT,2218.62,10325,0
3524,beras_premium,SURPLUS,245413.62,8625,20
3521,beras_premium,SURPLUS,219819.88,8625,20
3522,beras_premium,SURPLUS,177407.6,8625,20
3523,beras_premium,SURPLUS,110704.25,8625,20
3519,beras_premium,SURPLUS,105771.19,8625,20
3525,beras_premium,SURPLUS,82477.05,8625,20
3502,beras_premium,SURPLUS,81618.86,8625,20
3518,beras_premium,SURPLUS,78188.75,8625,20
3509,beras_premium,SURPLUS,76796.86,8625,20
3510,beras_premium,SURPLUS,75305.1,8625,20
3520,beras_premium,SURPLUS,63699.95,8625,20
3517,beras_premium,SURPLUS,60709.58,8625,20
3516,beras_premium,SURPLUS,45967.99,8625,20
3508,beras_premium,SURPLUS,45465.5,8625,20
3511,beras_premium,SURPLUS,44681.63,8625,20
3505,beras_premium,SURPLUS,25314.44,8625,20
3529,beras_premium,SURPLUS,23995.82,8625,20
3504,beras_premium,SURPLUS,23751.14,8625,20
3512,beras_premium,SURPLUS,12985.22,8625,20
3526,beras_premium,SURPLUS,11717.66,8625,20
3514,beras_premium,SURPLUS,7820.35,8625,20
3503,beras_premium,SURPLUS,5234.24,8625,20
3513,beras_premium,SURPLUS,3761.54,8625,20
3501,beras_premium,SURPLUS,3488.07,8625,20
3527,beras_premium,SURPLUS,1143.56,8625,20
3528,beras_premium,SURPLUS,949.72,8625,20
3578,beras_premium,DEFICIT,104204.39,11500,0
3573,beras_premium,DEFICIT,28396.06,11500,0
3507,beras_premium,DEFICIT,22299.59,11500,0
3515,beras_premium,DEFICIT,18571.26,11500,0
3506,beras_premium,DEFICIT,15333.65,11500,0
3574,beras_premium,DEFICIT,8521.03,11500,0
3571,beras_premium,DEFICIT,7510.55,11500,0
3575,beras_premium,DEFICIT,6110.8,11500,0
3579,beras_premium,DEFICIT,5582.31,11500,0
3572,beras_premium,DEFICIT,3627.61,11500,0
3576,beras_premium,DEFICIT,3386.99,11500,0
3577,beras_premium,DEFICIT,3327.93,11500,0
3507,cabai_merah,SURPLUS,22327.62,33750,1
3513,cabai_merah,SURPLUS,9823.43,33750,1
3510,cabai_merah,SURPLUS,7177.43,33750,1
3523,cabai_merah,SURPLUS,4664.18,33750,1
3505,cabai_merah,SURPLUS,3745.43,33750,1
3514,cabai_merah,SURPLUS,3583.16,33750,1
3508,cabai_merah,SURPLUS,3164.33,33750,1
3506,cabai_merah,SURPLUS,2861.46,33750,1
3525,cabai_merah,SURPLUS,2379.94,33750,1
3520,cabai_merah,SURPLUS,2108.04,33750,1
3579,cabai_merah,SURPLUS,1768.45,33750,1
3509,cabai_merah,SURPLUS,988.03,33750,1
3501,cabai_merah,SURPLUS,891.52,33750,1
3521,cabai_merah,SURPLUS,417.48,33750,1
3527,cabai_merah,SURPLUS,162.73,33750,1
3528,cabai_merah,SURPLUS,119.43,33750,1
3517,cabai_merah,SURPLUS,79.33,33750,1
3578,cabai_merah,DEFICIT,5502.21,45000,0
3515,cabai_merah,DEFICIT,3997.39,45000,0
3524,cabai_merah,DEFICIT,2386.81,45000,0
3526,cabai_merah,DEFICIT,2013.56,45000,0
3516,cabai_merah,DEFICIT,1749.71,45000,0
3573,cabai_merah,DEFICIT,1510.35,45000,0
3529,cabai_merah,DEFICIT,1418.23,45000,0
3518,cabai_merah,DEFICIT,1393.02,45000,0
3519,cabai_merah,DEFICIT,1301.28,45000,0
3511,cabai_merah,DEFICIT,1163.53,45000,0
3503,cabai_merah,DEFICIT,1077.23,45000,0
3504,cabai_merah,DEFICIT,953.39,45000,0
3502,cabai_merah,DEFICIT,845.86,45000,0
3512,cabai_merah,DEFICIT,735.92,45000,0
3522,cabai_merah,DEFICIT,631.37,45000,0
3571,cabai_merah,DEFICIT,524.8,45000,0
3574,cabai_merah,DEFICIT,448.37,45000,0
3575,cabai_merah,DEFICIT,398.75,45000,0
3577,cabai_merah,DEFICIT,380.26,45000,0
3572,cabai_merah,DEFICIT,265.89,45000,0
3576,cabai_merah,DEFICIT,256.47,45000,0
3510,cabai_rawit,SURPLUS,100708.92,30750,1
3507,cabai_rawit,SURPLUS,81865.83,30750,1
3506,cabai_rawit,SURPLUS,77761.27,30750,1
3527,cabai_rawit,SURPLUS,47071.03,30750,1
3505,cabai_rawit,SURPLUS,42103.41,30750,1
3523,cabai_rawit,SURPLUS,34170.92,30750,1
3513,cabai_rawit,SURPLUS,32995.99,30750,1
3512,cabai_rawit,SURPLUS,27391.62,30750,1
3524,cabai_rawit,SURPLUS,23778.46,30750,1
3525,cabai_rawit,SURPLUS,18082.99,30750,1
3509,cabai_rawit,SURPLUS,14138.32,30750,1
3517,cabai_rawit,SURPLUS,10992.63,30750,1
3529,cabai_rawit,SURPLUS,8497.66,30750,1
3508,cabai_rawit,SURPLUS,7759.13,30750,1
3511,cabai_rawit,SURPLUS,6685.82,30750,1
3528,cabai_rawit,SURPLUS,6433.64,30750,1
3516,cabai_rawit,SURPLUS,5732.78,30750,1
3518,cabai_rawit,SURPLUS,2712.29,30750,1
3579,cabai_rawit,SURPLUS,568.31,30750,1
3502,cabai_rawit,SURPLUS,110.8,30750,1
3578,cabai_rawit,DEFICIT,5971.71,41000,0
3515,cabai_rawit,DEFICIT,4348.35,41000,0
3573,cabai_rawit,DEFICIT,1728.12,41000,0
3526,cabai_rawit,DEFICIT,1505.06,41000,0
3519,cabai_rawit,DEFICIT,1433.64,41000,0
3522,cabai_rawit,DEFICIT,1248.35,41000,0
3504,cabai_rawit,DEFICIT,1098.86,41000,0
3503,cabai_rawit,DEFICIT,860.63,41000,0
3521,cabai_rawit,DEFICIT,650.52,41000,0
3571,cabai_rawit,DEFICIT,529.56,41000,0
3514,cabai_rawit,DEFICIT,492.06,41000,0
3501,cabai_rawit,DEFICIT,463.11,41000,0
3574,cabai_rawit,DEFICIT,442.75,41000,0
3575,cabai_rawit,DEFICIT,438.43,41000,0
3520,cabai_rawit,DEFICIT,430.91,41000,0
3577,cabai_rawit,DEFICIT,412.93,41000,0
3576,cabai_rawit,DEFICIT,278.51,41000,0
3572,cabai_rawit,DEFICIT,123.31,41000,0
